Message;Group;GroupText
KAMPANYA: Samsung Galaxy kazanma sansi! 08505555555'i ARA veya www.gnr.li/smsng Trafik teklifi al. Iptal:GNRL yaz 3172 gonder.MERSIS:0394000603100017 TURATEL;1;Spam
KAMPANYA: SANA OZEL! Whopper Menu 16,50 TL yerine 13,50 TL! Kod:6773284230 SON GUN 29 SUBAT! Sadece burgerking.com.tr/tiklagelsin/kuponlarim sitesinde gecerlidir (Gecmis alisverisiniz sebebiyle kayitlisiniz. Cikis:RET TAB yaz 2924e gonder) TAB GIDA ;1;Spam
Kampanya: Seçili Jack Wolfskin ürünlerinde 1 alana 1 bedava! Son gün 7 Eylül! http://hps.im/1i Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No: 0265017991000011;1;Spam
KAMPANYA: SEKIZ.COM DA TUM TISORTLER 19,90TL VEYA 24,90TL FIRSATI KACIRMAYIN. DETAY http://goo.gl/Bu26o1 ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. MERSIS 0759048227300029. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.;1;Spam
KAMPANYA: SEKIZ.COM DA TUM TISORTLER 19,90TL VEYA 26,90TL. FIRSATI KACIRMAYIN. DETAY http://goo.gl/ph8Uew ILETIYI VERITABANIMIZA KAYITLI OLDUGUNUZ ICIN ALDINIZ. MERSIS 0759048227300029. IPTAL ICIN SEKIZCOM yaz 3525 GONDER.;1;Spam
KAMPANYA: SEVGILILER GUNUNE OZEL! Burger King'den 1 Sicak Cikolata Alana 1 Sicak Cikolata Bedava! Kampanya Gecerlilik Tarihi:12-13-14 SUBAT! Detayli Bilgi: www.burgerking.com.tr/kampanyalar/aski-yudumla (Cikis:TAB RET yaz 2924e gonder) TAB GIDA;1;Spam
Kampanya: Sevgililer gününe özel Okey ürünlerinde 1 alana 1 bedava+kargo bedava! http://hps.im/6g Çıkmak için:HBSMS yaz 3172'ye gönder.MersisNo:0265017991000011;1;Spam
KAMPANYA: Simdi DERIMOD'da tum DERI CEKET ve AYAKKABILARDA fiyatlar ETIKETIN YARISI! Hemen siz de Derimod'a gelin, net %50 indirimi kacirmayin. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD yazip 4933'e gonderebilirsiniz. MERSIS NO:0293000831300010;1;Spam
KAMPANYA: Simdi Generali'yi ara, trafik sigortasi al, ucretsiz ekstra asistans kazan! 08505555555  Iptal:GNRL yaz 3172 gonder MERSIS:0394000603100017 TURATEL;1;Spam
Kampanya: Size özel elektronik ürünlerinde ekstra %5 indirim!Son gün 13 Aralık! http://hps.im/4p Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No:0265017991000011;1;Spam
Kampanya: Sn. GUN 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar CANAKKALE Subemizde. VakifBank MERSIS: 6233294113736392;1;Spam
Kampanya: Sn. KARA 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar ESENYURT Subemizde. VakifBank MERSIS: 6233294113736392;1;Spam
Kampanya: Sn. KAYA 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar ATATURK UNV. Subemizde. VakifBank MERSIS: 6233294113736392;1;Spam
Kampanya: Sn. KAYA 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar MUGLA Subemizde. VakifBank MERSIS: 6233294113736392;1;Spam
Kampanya: Sn. TUNCAY 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar MUGLA Subemizde. VakifBank MERSIS: 6233294113736392;1;Spam
Kampanya: TEB Bonus Card'ınız ile 29 Şubat'a kadar Bonus POS'larında tek seferde yapacağınız her 100 TL'lik giyim, elektronik ve çiçek alışverişinize 10 TL bonus, toplam 50 TL bonus! KAZAN yazıp 4616'ya SMS gönderin! Detay: teb.com.tr ;1;Spam
KAMPANYA: TRAFIK SIGORTASINDA UYGUN FIYATLAR VE SIZE OZEL SUPRIZLER ICIN HEMEN ARAYIN 0850 555 55 55 Iptal:GNRL yaz 3172 gonder.MERSIS:0394000603100017 TURATEL;1;Spam
Kampanya: TV alisverislerinizde 200 TL'ye varan aninda indirim! http://goo.gl/nfJQc8 SMS listemizden cikmak icin 4933'e KLIKSA RET yazip yollayabilirsiniz.;1;Spam
Kampanya: Üşümeye son! Bugüne özel HyTech termal boyalarda ekstra %25 indirim! http://hps.im/2z Çıkmak için:HBSMS yaz 3172'ye gönder.MersisNo:0265017991000011;1;Spam
Kampanya: VakifBank Internet Bankaciligi ile hem tum islemlerinizi rahatca gerceklestirin hem de cekilisle iPad Air kazanma sansi yakalayin. Ayrintili bilgi: http://bit.ly/1vhdl4m. Kampanya SMSi almak istemiyorsaniz VBRED yazip 6757ye ucretsiz gonderebilirsiniz.;1;Spam
Kampanya: VakifBank Worldcard ile 31 Aralika kadar Opette yapacaginiz 4 adet 100TL alisverisinize 1-10 Ocak arasinda Opette 25TL indirim. AKARYAKIT yazin kartin son 6 hanesini 6635e gonderin. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin;1;Spam
Kampanya: VakifBank Worldcarddan 31 Agustosa kadar farkli gunlerde 4 Adet 100 TL ve uzeri Gida alisverislerinize toplam 25 TL Worldpuan. Katilmak icin GIDA yaz kartin son 6 hanesini 6635e gonder. Kampanya SMSi istemiyorsan VBRED yaz 6757ye ucretsiz gonder;1;Spam
Kampanya: VakifBank Worldcarddan 50TL Worldpuan! 31 Aralika kadar hepsiburada.comdan tek seferde yapacaginiz 500TL ve uzeri islemlere 25TL, 1000TL ve uzeri islemlere 50TL Worldpuan hediye. Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardinizla 100 TL ve uzeri Motorlu Tasitlar Verginizi www.gib.gov.tr den odeyin 3 taksit firsatindan yararlanin. Son gun 31 Temmuz. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Bilgi: http://bit.ly/1qH1;1;Spam
Kampanya: VakifBank Worldcardla 26 Eylul ? 23 Ekim arasinda CarrefourSA da yapacaginiz toplam 200 TL alisverisinize 20 TL Worldpuan. Katilmak icin CARREFOURSA yazin kart son 6 hanesini 6635e gonderin. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 27 Eylule kadar World uyesi gida, giyim, egitim, kirtasiye, kuyumda ilk 100TL sonrasi her 100TLye 10TL,maks 50TL Worldpuan.Katilim icin KAZAN yazip kart son 6 hanesini 6635e gonderin.Kampanya SMSi iptali icin VBRED yazip 6757ye gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 30 Kasima kadar ATM,4440724 ve Internet Bankaciliginda 60TL taksitle 500TL, 120TL taksitle 1000TL Taksitli Nakit Avans kullanin 9 taksitte odeyin. Kampanya SMSi almak istemiyorsaniz VBRED yazin, 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 30 Kasima kadar beyaz esya ve ev esyasi alisverislerinize +2 taksit firsati. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Mersis:6233294113736392. Bilgi:4440724.;1;Spam
Kampanya: VakifBank Worldcardla 31 Aralika kadar ATM,4440724 ve Internet Bankaciliginda 60TL taksitle 500TL, 120TL taksitle 1000TL Taksitli Nakit Avans kullanin 9 taksitte odeyin. Kampanya SMSi almak istemiyorsaniz VBRED yazin, 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 31 Aralika kadar Beko ve Arcelikte tek seferde 2500TL ve uzeri alisveris ile utu, cay makinesi veya elektrikli supurgeye ucretsiz, Lenovo tablete ise sadece 99TL odeyerek sahip olun. Kampanya SMS iptali icin VBRED yazin 6757ye gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 31 Ekime kadar ATM,4440724 ve Internet Bankaciliginda 60TL taksitle 500TL, 120TL taksitle 1000TL Taksitli Nakit Avans kullanin 9 taksitte odeyin. Kampanya SMSi almak istemiyorsaniz VBRED yazin, 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardla 31 Ekime kadar farkli gunlerde internetten yapacaginiz ilk 100TL alisverise 5TL, ucuncu 100TLye 10TL, besinci 100TLye 15TL, toplam 30TL Worldpuan hediye. Katilmak icin SANAL yazin kartin son 6 hanesini 6635e gonderin. ;1;Spam
Kampanya: VakifBank Worldcardla 31 Ekime kadar hepsiburada.com dan tek seferde yapacaginiz 500TL ve uzeri islemlere 25TL, 1000 TL ve uzeri islemlere 50 TL Worldpuan hediye. Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin. Mersis: 62332941137;1;Spam
Kampanya: VakifBank Worldcardla Emlak Cevre ve Temizlik Verginizi odemeden VERGI yazip kartin son 6 hanesini 6635e gonderin 3.000 TLye kadar 5, 3.000-5.000TL arasi odemeleriniz 2 taksite bolunsun. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBank Worldcardla giyim, egitim ve kirtasiye sektorundeki World uyesi is yerlerinde yapacaginiz islemlerde +3 taksit firsati. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Mersis: 6233294113736392. Bilgi: 4440724.;1;Spam
Kampanya: VakifBanktan kart ucreti olmayan ve size ozel ayricaliklar sunan Platinum kartinizi almak icin EVET yazip 5724e gonderin. VakifBank Platinum ayricaliklari icin www.vakifkart.com.tr. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya: VakifBanktan kart ucreti olmayan ve size ozel ayricaliklar sunan Platinum kartinizi almak icin EVET yazip 5724e gonderin. VakifBank Platinum ayricaliklari icin www.vakifkart.com.tr.?Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonder;1;Spam
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 364,43 TL taksitlerle, 36 ay vadeli 10.000 TL Yaz Kredisine SMS ile basvurmak icin YAZ bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: bit.ly/yazkredisi ve tum VakifBank sube;1;Spam
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 370 TL taksitlerle, 36 ay vadeli, 10.000 TL Bayram Kredisine SMS ile basvurmak icin BAYRAM bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: bit.ly/bayramkrdi;1;Spam
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 374 TL taksitlerle, 36 ay vadeli, 10.000 TL  Sonbahar Kredisine SMS ile basvurmak icin SONBAHAR bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: bit.ly/sonbahar1;1;Spam
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 375 TL taksitlerle, 36 ay vadeli, 10.000 TL  Kis Kredisine SMS ile basvurmak icin aralarinda birer bosluk birakarak KREDI, TC Kimlik No., aylik gelir bilginizi 5724e gonderebilirsiniz. Detayli bilgi icin vakifbank.com.tr;1;Spam
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 375 TL taksitlerle, 36 ay vadeli, 10.000 TL  Yeni Yil Kredisine SMS ile basvurmak icin YENIYIL bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: http://bit.ly/1H4q4mF;1;Spam
KAMPANYA: VENA magazalarinda BAYRAMA OZEL  %50'ye varan INDIRIM  baslamistir.SMS almak istemiyorsaniz VENA RET yazip 7889'a gonderin.;1;Spam
KAMPANYA: VENA'da sezonun SON INDIRIMI! Agustos ayinda  secili urunlerde  ETIKETIN YARISI kampanyasi basladi.SMS almamak icin  VENA RET yazip 7889'a gonderin.;1;Spam
Kampanya: Yaz alisverisine Gap'te baslayin! Tum urunlerde 2.ye %50 INDIRIM. Son gun 8 Haziran. Sms ret icin GAP yazin 3525'e gonderin.;1;Spam
KAMPANYA: YAZ'IN SON INDIRMI, LOFT'DA ETIKET YARISI KAMPANYASI BASLAMISTIR. CIKMAK ICIN LOFTSU YAZIP 7889'A UCRETSIZ SMS GONDEREBILIRSINIZ. MH:5495520372;1;Spam
Kampanya:100 TL ve üzeri Oto Aksesuar ürünlerinde kargo bedava!Son gün 31 Ocak!http://hps.im/64 Çıkmak için:HBSMS yaz 3172'ye gönder.MersisNo:0265017991000011;1;Spam
Kampanya:120 cm yılbaşı ağacı seti + 41 parça süs sadece 29,90 TL!Fırsatı kaçırma!http://hps.im/4b Çıkmak için:HBSMS yaz 3172ye gönder.MersisNo:0265017991000011;1;Spam
KAMPANYA:50TL hediye ceki icin son 24 saat!Trafik Sigortasi veya KASKO yaptirmanin tam zamani! Iptal:GNRL yaz 3172 gonder. MERSIS:0394000603100017 TURATEL;1;Spam
Kampanya:600 TL'ye varan hediye çekini kaçırma,alışverişte büyük fırsatı yakala!http://hps.im/1e Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No:0265017991000011;1;Spam
KAMPANYA:Alfa Romeo Giulietta kazanmak icin son 2 gun! 08505555555'i ARA veya www.grn.li/alfa TIKLA;1;Spam
KAMPANYA:Alfa Romeo Giulietta kazanmak icin SON GUN! 08505555555'i ARA veya www.grn.li/alfa TIKLA  Iptal:GNRL yaz 3172 gonder. MERSIS:0394000603100017 TURATEL;1;Spam
Kampanya:Bayram ve yaz icin tüm otel ve turlarda gecerli %10 indiriminiz: B5HT13 Son gün 20 Temmuz http://goo.gl/qr8Gco SMS red icin BVL yazip 5830a gönderin;1;Spam
Kampanya:Bugün özel 12.00-18.00 arasında tüm GoPro ürünlerinde ekstra %10 indirim!http://hps.im/3q Çıkmak için:HBSMS yaz 3172ye gönder.MersisNo:0265017991000011;1;Spam
Kampanya:Calvin Klein Eternity Summer Erkek Parfümü 99,90 TL'ye ayağınıza gelsin!http://hps.im/e Çıkmak için:HBSMS yaz 3172ye gönder.Mersis No: 0265017991000011;1;Spam
KAMPANYA:DERIMOD'da alisverisin tam sirasi. Tum ayakkabilarda etiketin yarisi+2.urune %50 indirim daha.Mesaj almak istemiyorsaniz DERIMOD yazip 4933'e gonderin.;1;Spam
Kampanya:Her 500TL'lik alisverise cekilisle cift kisilik tatil hediye http://goo.gl/A5n1F2;1;Spam
Kampanya:Her 500TL'lik alisverise cekilisle cift kisilik tatil hediye http://goo.gl/A5n1F2 SMS listemizden cikmak icin 4933'e KLIKSA RET yazip yollayabilirsiniz;1;Spam
Kampanya:HOTIC'te Bayrama Ozel NET %60 INDIRIM basladi!(Zamansiz urunler gecerli degildir)Bilgilendirme almak istemiyorsaniz HOTICyazip 3172ye gonderebilirsiniz;1;Spam
Kampanya:HOTIC'te En Ozel Babalar Gunu,erkek ayakkabilarda NET%60 INDIRIM(Zamansiz urunler gecerli degildir)Sms almamak icin HOTICyazip 3172ye gonderebilirsiniz;1;Spam
Kampanya:HOTIC'te Erkek ayakkabilarinda NET%60 INDIRIM (Zamansiz urunler gecerli degildir)Bilgilendirme almak istemiyorsaniz HOTICyazip 3172ye gonderebilirsiniz;1;Spam
Kampanya:HP Lazer Yazıcı bugün 17.00 yarın 09.00 saatleri arasında 229 TL! http://hps.im/5w Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No: 0265017991000011;1;Spam
KAMPANYA:LOFT'DA BAYRAM FIRSATI, NET %40 INDIRIM BASLAMISTIR.IYI ALISVERISLER.SMS ALMAMAK ICIN LOFTSU YAZIP 7889'A UCRERTSIZ SMS GONDEREBILIRSINIZ.MH:5495520372;1;Spam
KAMPANYA:LOFT'TA YENI YILA OZEL %30 INDIRIM BASLAMISTIR.MUTLU YILLAR DILERIZ. SMS ALMAMAK ICIN LOFTSU YAZIP 7889'A UCRETSIZ SMS GONDEREBILIRSINIZ. MH:5495520372;1;Spam
Kampanya:Marks&Spencer'da tum kadin ve erkek keten urunlerde 2.'ye %40 INDIRIM.Son gun 31 Mayis Pazar.Bilgi: 08502222267 .Sms red icin MS yazin 3525'e gonderin.;1;Spam
KAMPANYA:Money Dostu, 5-31 Ekimde Migros,Tansastaki ilk 40TL harcamana 5 MONEY 6012**29 kartina tanimlandi!Alkol,sigara,TL dahil degildir.Son Kullanim 31Aralik. Bilgi:4441044, SMS almak istemiyorsan IPTAL yaz 7447'ye ucretsiz gonder.;1;Spam
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 11TL'lik yogurt alimina 2Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder ya da http://bit.ly/1jscDT1 indir. ;1;Spam
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 15TL'lik bakliyat, bulgur, pirinc alimina 3Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder ya da http://bit.ly/1jscDT1 ;1;Spam
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 8TL'lik hamur&pasta malzemesi veya toz halindeki tatli alimina 2Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder.;1;Spam
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 9TL'lik yogurt alimina 1Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder ya da http://bit.ly/1jscDT1 indir. Bilgi:444104;1;Spam
Kampanya:Philips buhar kazanli utu %50 Indirimle 299TL.Ucretsiz ayni gun kargo+20TL Hediye Ceki http://goo.gl/2uDTxf SMS cikmak icin KLIKSA RET yaz 4933'e yolla;1;Spam
KAMPANYA:SANA OZEL!Whopper+ChickenRoyale+KingChicken+4YanUrun+1L Icecek 65,50 YERINE 31,50TL! Kod:5678591341SONGUN 31OCAK!Sadece burgerking.com.tr/tiklagelsin/kuponlarim da gecerli(Gecmis alisverisiniz sebebiyle kayitlisiniz.Cikis:TAB RET yaz 2924e gonder;1;Spam
Kampanya:Size özel elektronik ürünlerinde ekstra %5 indirim! Son gün 27 Aralık! http://hps.im/4p Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No:0265017991000011;1;Spam
Kampanya:Talha Uğurluel imzalı Osmanlı'nın Kalbini Bekleyenler %30 İndirimle! http://hps.im/4v Çıkmak için:HBSMS yaz 3172'ye gönder.Mersis No: 0265017991000011;1;Spam
Kampanya:Trafik sigortanizi ONLINE alin, 50TL hediye ceki kazanin generali.com.tr/r/?r=h TIKLA  Iptal:GNRL yaz 3172 gonder MERSIS:0394000603100017 TURATEL;1;Spam
Kampanya:VakifBank WorldCard ile 3-29 Subat arasi toplam 7484 TL ve uzeri harcayin 100 TL Worldpuan kazanin!Katilim icin KATIL yazin bosluk birakin kartinizin son 6 hanesini 6635e gonderin.Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya:VakifBank Worldcarddan 15 Eylul - 11 Ekim arasi farkli gunlerde 4 adet 100 TL ve uzeri akaryakit alisverislerinize 25 TL Worldpuan.Katilmak icin YAKIT yazin kartinizin son 6 hanesini 6635e gonderin.Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye gonderin. ;1;Spam
Kampanya:VakifBank Worldcarddan 31 Temmuza kadar mobilya,kuyum,elektronik esya,konaklamada toplam 3500TL alisverise 50TL, 6000TL alisverise 100TL Worldpuan.Katilmak icin EV yaz kart son 6 haneyi 6635e gonder. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Bilgi: http://bit.ly/1qH1;1;Spam
Kampanya:VakifBank Worldcarddan 3-31 Ekim arasinda farkli gunlerde 4 adet 100 TL ve uzeri gida alisverislerinize toplam 25 TL Worldpuan. Katilmak icin GIDA yazin kartin son 6 hanesini 6635e gonderin. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya:VakifBank Worldcardla 2 Aralik - 5 Ocak arasi farkli gunde Sok Marketlerde yapacaginiz 4 adet 25TL ve uzeri tek cekim alisverise 10TL Worldpuan. SOK yazin, kart son 6 hanesini 6635e gonderin.Kampanya SMS iptali icin VBRED yazin,6757ye SMS gonderin;1;Spam
KAMPANYA:VakifBank Worldcardla 31 Aralika kadar farkli gunde tek seferde yapacaginiz her 150TL taksitli isleme 10TL, toplam 30TL Worldpuan!Katilim icin islem oncesi EVET yazip kartin son 6 hanesini 6635e gonderin.Kampanya SMS iptali icin VBRED yazin 6757ye gonderin;1;Spam
Kampanya:VakifBank Worldcardla 5-30 Kasim arasi farkli gunde  yapacaginiz 5 adet 100TL ve uzeri gida,giyim,elektronik alisverisine 30TL Worldpuan.Katilim icin KASIM yazip kart son 6 hanesini 6635e gonderin.Kampanya SMS iptali icin VBRED yazin,6757ye ucretsiz gonderin;1;Spam
Kampanya:VakifBank Worldcardla 5-31 Aralik arasi farkli gunlerde,pesin yapacaginiz 5 adet 100TL ve uzeri gida,giyim,elektronik alisverisine 50TL Worldpuan icin ARALIK yazip kart son 6 hanesini 6635e gonderin.Kampanya SMS iptali icin VBRED yazin 6757ye ucretsiz gonderin.;1;Spam
Kampanya:VakifBank Worldcardla egitim ve kirtasiye sektorundeki alisverisinize +3 taksit. Kampanya SMSi istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.Mersis:6233294113736392.Bilgi:4440724;1;Spam
Kampanya:VakifBank Worldcardla giyim sektorunde yapilacaginiz 50TL ve uzeri alisverislere +3 taksit firsati.Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin. Mersis:6233294113736392. 4440724;1;Spam
Kampanya:VakifBank Worldcardla giyim sektorundeki 50TL ve uzeri alisverisinize +3 taksit.Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin;1;Spam
Kampanya:WOW! Watsons Buyuk Hafta Sonu Indirimi! %40'a varan indirimler icin hemen tikla http://goo.gl/Gve6JY Cikis:WTS yaz 3525e gonder.Mersis:0212037036400019;1;Spam
Kampanya:Yapı Market ve Bahçe'de 100TL üzerine,Gourmetina mangallar %50 indirimli!http://hps.im/x Çıkmak için:HBSMS yaz 3172'ye gönder.MersisNo:0265017991000011;1;Spam
"Kampanya-Ask bekletmeye gelmez. Sinifinin en sevilen araci Hyundai i10, 12-15 Subat tarihlerinde 1.250TL nakit avantaji ve 12.000TL icin 12 ay 0 faiz firsatiyla! Bilgi: hynd.co/uNfr7RuO SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin";1;Spam
Kampanyada son saatler! Divarese'de secili urunlerde %55'e varan Paracik kazan. Ustelik tum Paracik'larin tum urunlerde %25 daha degerli. Kampanya detay: http://goo.gl/CyskOf SMS almak istemiyorsaniz RET HOPI yazip 3347'ye gonderin Mersis No: 0456000468500132;1;Spam
"Kampanya-Hyundai Blue Card sahiplerine ozel 16 Ocak'a kadar yetkili servislerde 500TL ve uzeri periyodik bakim ya da Blue bakim harcamalarina Shell'den 50TL degerinde yakit hediye! Bilgi hynd.co/8HxdlZpm SMS istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607ye gonderin";1;Spam
"Kampanya-Hyundai i10 ve i20'lerde 0 faiz ve ogretmenlere ozel 1.200TL'ye varan ekstra indirim firsati! Son gun 31 Aralik! Bilgi hynd.co/uCAg4asc Kod:HYO122 SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin. Mersis No:6417374276976368";1;Spam
"Kampanya-Hyundai i20 15.000TL icin 15 ay 0 faiz veya 2.500TL fiyat avantajiyla! Son gun 31 Ocak. Bilgi: hynd.co/rtpEZ93l SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin. Mersis 641737427697636";1;Spam
"Kampanya-Hyundai ile test surusu yapin, kulturel varliklarimizin korunmasina katkida bulunun. Test surusu icin: hynd.co/thvGoUp9 SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin! Mersis No:6417374276976368";1;Spam
"Kampanya-Hyundai yilin otomobilinden yilin son firsati! i20 3.000TL'ye varan nakit indirimiyle sizleri bekliyor. Son gun 31 Aralik. Bilgi hynd.co/r6Vgjjba Kod:HYF121 SMS istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin.Mersis6417374276976368";1;Spam
Kampanya-Hyundai'den 0 kilometre, %0 faiz! Elantra, Accent Blue, i30 ve i10 modellerinde 1-31 Ekim tarihleri arasinda gecerli olacak bu firsati kacirmayin. Bilgi: hynd.co/uCAg4asc Kampanya Kodu:HYF101 ;1;Spam
Kampanya-Hyundai'den 0 kilometre, %0 faiz! ix35, Accent Blue, Elantra, i30 ve i10 modellerinde 1-31Agustos tarihleri arasinda gecerli olacak bu firsati kacirmayin. Bilgi: hynd.co/bv7uEpBs Kampanya Kodu:HYF082 ;1;Spam
"Kampanya-Hyundai'den 30 Kasim'a kadar i10 ve i20 modellerinde %0 faize ek olarak ogretmenlere ozel ilave indirim! Bilgi hynd.co/uCAg4asc Kod:HYO112 SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin. Mersis6417374276976368";1;Spam
Kampanya-Hyundai'den 31 Ekim'e kadar Benzinli Accent Blue'larda buyuk kampanya! 2.450TL degerindeki Mode Plus donanim paketi Hyundai'den 0 faiz firsatiyla, ustelik simdi al Nisan 2016'da odemeye basla!Kod:HYA102 Bilgi hynd.co/SLdeSNto;1;Spam
Kampanya-Tupturuncu Indirim MuglaTeknosa magazalarinda 29 Ocak'ta basliyor!Son gun 1 Subat. SMS almak istemiyorsaniz RET TEKNOSA yazin, 3347'ye gonderin.Mersis No: 0836014439300012;1;Spam
Kampanya-Turuncu Kart ile 1000TL ve uzeri alisverisinizde gecerli 75TL indirim kazandiniz! Kodunuz:8448343912321 Son Gun:22 Kasim! SMS almak istemiyorsaniz RET TEKNOSA yazin,3347'ye gonderin. Mersis No:0836014439300012 Servis Saglayici:Avea;1;Spam
Kampanya-Turuncu Kart ile 400TL ve uzeri alisverisinizde gecerli 40TL indirim kazandiniz! Kodunuz:8507341128100 Son Gun: 31 Ocak! SMS almak istemiyorsaniz RET TEKNOSA yazin,3347'ye gonderin. Mersis No:0836014439300012;1;Spam
Kampanya-Turuncu Kart ile 800TL ve uzeri alisverisinizde gecerli 70TL indirim kazandiniz! Kodunuz:8447343536575 Son Gun:22 Kasim! SMS almak istemiyorsaniz RET TEKNOSA yazin,3347'ye gonderin. Mersis No:0836014439300012 Servis Saglayici:Avea;1;Spam
Kamp-Tupturuncu Indirim Mugla Teknosa magazalarinda 22 Agustos'ta basliyor! Son gun 24.08.2015 SMS ret:RET TEKNOSA yazin, 3347e gonderin.Mersis 0836014439300012;1;Spam
Kampusteyim sistem odasinin kapisini degistiriyorlar sen napiosun;2;Normal
Kampüs yok, küçük okul ama benim için sorun değil. Benim işim hep dışarıda olacak zaten :);2;Normal
Kandiliniz mübarek olsun...;2;Normal
KAR KURU TEMIZLEME Sonbahar Kampanyasi devam ediyor.Kuru temizleme ve ütü yplir.Mesajimizi alan müsterilerimize %10 indirm yapilmaktadr. No:0232 290 0871Evka3 ;1;Spam
